NO,CATEGORY - ENGLISH,CATEGORY - ARABIC,PRODUCT NAME - ENGLISH,PRODUCT NAME - ARABIC,DESCRIPTION - ENGLISH,DESCRIPTION - ARABIC,PRICE,PREPARATION TIME,ADD-ONS ENGLISH,ADD-ONS ARABIC
358,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL FUCHIA AND GOLDEN BOUQUET,تنسيق خاص عيد مبارك فوشيا وذهبي,A premium fuchsia and golden themed bouquet.,بوكيه فاخر بطابع الفوشيا والذهبي.,370,60,Greeting Card,بطاقة تهنئة
359,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL LILLY BOUQUET,باقة زنبق خاصة عيد مبارك,Elegant white lilies bouquet for Eid celebrations.,باقة زنابق بيضاء أنيقة لاحتفالات العيد.,370,60,Greeting Card,بطاقة تهنئة
360,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL LILLY VASE ARRANGEMENT,تنسيق فازة زنبق خاص عيد مبارك,Premium white lilies in a sophisticated vase.,زنابق بيضاء فاخرة في فازة أنيقة.,340,60,Greeting Card,بطاقة تهنئة
361,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL PINK BOUQUET,باقة وردي خاصة عيد مبارك,Charming pink flower bouquet for a special Eid gift.,باقة زهور وردية ساحرة كهدية عيد مميزة.,370,60,Greeting Card,بطاقة تهنئة
362,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL PINKISH WHITE BOUQUET,باقة وردي وأبيض خاصة عيد مبارك,Beautiful mix of pink and white flowers for Eid.,مزيج جميل من الزهور الوردية والبيضاء للعيد.,370,60,Greeting Card,بطاقة تهنئة
363,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL RED ROSE ARRANGEMENT,تنسيق ورد أحمر خاص عيد مبارك,Luxurious red rose arrangement for Eid celebrations.,تنسيق ورد أحمر فاخر لاحتفالات العيد.,360,60,Greeting Card,بطاقة تهنئة
364,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL RED ROSE BOUQUET,باقة ورد أحمر خاصة عيد مبارك,Classic red rose bouquet to celebrate Eid.,باقة ورد أحمر كلاسيكية للاحتفال بالعيد.,220,60,Greeting Card,بطاقة تهنئة
365,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL TULIP MIX ARRANGEMENT,تنسيق توليب مشكل خاص عيد مبارك,Premium mix of tulip flowers for a special Eid gift.,مزيج فاخر من زهور التوليب لهدية عيد مميزة.,380,60,Greeting Card,بطاقة تهنئة
366,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL VASE 01,فازة خاصة عيد مبارك 01,Exclusive floral arrangement in a stylish vase.,تنسيق زهور حصري في فازة أنيقة.,290,60,Greeting Card,بطاقة تهنئة
367,EID AL ADA SPECIAL,خاص عيد الأضحى,Eid mubarak special vase 02,فازة خاصة عيد مبارك 02,Elegant vase arrangement for Eid festive decor.,تنسيق فازة أنيق لديكور احتفالات العيد.,580,60,Greeting Card,بطاقة تهنئة
368,EID AL ADA SPECIAL,خاص عيد الأضحى,Eid mubarak special vase 03,فازة خاصة عيد مبارك 03,Sophisticated floral display in a premium vase.,عرض زهور راقٍ في فازة فاخرة.,470,60,Greeting Card,بطاقة تهنئة
369,EID AL ADA SPECIAL,خاص عيد الأضحى,Eid mubarak special vase arrangement 05,تنسيق فازة خاص عيد مبارك 05,Beautiful table arrangement in a special vase.,تنسيق طاولة جميل في فازة خاصة.,410,60,Greeting Card,بطاقة تهنئة
370,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL VASE ARRANGEMENT 06,تنسيق فازة خاص عيد مبارك 06,"Premium floral arrangement, perfect for Eid centerpiece.",تنسيق زهور فاخر، مثالي لقطعة مركزية للعيد.,360,60,Greeting Card,بطاقة تهنئة
371,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL WHITE ARRANGEMENT,تنسيق أبيض خاص عيد مبارك,Clean and white floral arrangement for Eid.,تنسيق زهور أبيض نقي للعيد.,380,60,Greeting Card,بطاقة تهنئة
372,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL WHITE HEAVEN BOUQUET,باقة الجنة البيضاء خاصة عيد مبارك,An ethereal bouquet of all-white flowers.,باقة ساحرة من الزهور البيضاء بالكامل.,370,60,Greeting Card,بطاقة تهنئة
373,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK SPECIAL WHITE THEMED GOLDEN BOUQUET,باقة ذهبية بطابع أبيض خاصة عيد مبارك,Elegant white-themed bouquet with golden accents.,باقة أنيقة بطابع أبيض مع لمسات ذهبية.,370,60,Greeting Card,بطاقة تهنئة
374,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK VASE ARRANGEMENT 06,تنسيق فازة عيد مبارك 06,A versatile floral vase arrangement for Eid.,تنسيق فازة زهور متنوع للعيد.,310,60,Greeting Card,بطاقة تهنئة
375,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK WHITE AND BLACK THEME BOUQUET,باقة بطابع أبيض وأسود عيد مبارك,Stylish bouquet with a modern black and white theme.,باقة أنيقة بطابع أسود وأبيض عصري.,370,60,Greeting Card,بطاقة تهنئة
376,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK WHITE AND YELLOW SPECIAL BOUQUET,باقة أبيض وأصفر خاصة عيد مبارك,Cheerful bouquet featuring white and yellow flowers.,باقة مبهجة تضم زهوراً بيضاء وصفراء.,370,60,Greeting Card,بطاقة تهنئة
377,EID AL ADA SPECIAL,خاص عيد الأضحى,EID MUBARAK WHITE BEAUTY SWEET BOUQUET,باقة الجمال الأبيض الحلوة عيد مبارك,A sweet and beautiful bouquet of white blooms.,باقة حلوة وجميلة من الزهور البيضاء.,290,60,Greeting Card,بطاقة تهنئة
378,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special basket arrangement,تنسيق سلة خاص عيد,Floral arrangement presented in a decorative basket.,تنسيق زهور يقدم في سلة ديكورية.,280,60,Greeting Card,بطاقة تهنئة
379,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special bloom arrangement,تنسيق زهور خاص عيد,A vibrant bloom arrangement for Eid celebrations.,تنسيق زهور زاهٍ لاحتفالات العيد.,90,60,Greeting Card,بطاقة تهنئة
380,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special blue themed cake with fresh flower bouquet,كيك بطابع أزرق خاص بالعيد مع بوكيه زهور طازجة,"A thematic blue cake paired with a fresh, vibrant flower bouquet.",كيك ذو طابع أزرق يرافقه بوكيه زهور طازجة وزاهية.,350,60,Greeting Card,بطاقة تهنئة
381,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special butterfly bag arrangement,تنسيق حقيبة الفراشة الخاص بالعيد,A decorative bag arrangement featuring floral elements and butterfly accents.,تنسيق حقيبة ديكوري يتميز بعناصر زهور ولمسات فراشة.,220,60,Greeting Card,بطاقة تهنئة
382,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special cake with sweet pink flowe bouquet,كيك خاص بالعيد مع بوكيه زهور وردية حلوة,A festive cake accompanied by a bouquet of sweet pink flowers.,كيك احتفالي يرافقه بوكيه من الزهور الوردية الجميلة.,380,60,Greeting Card,بطاقة تهنئة
383,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special cake with wow flower bouquet,كيك خاص بالعيد مع بوكيه زهور رائع,A stunning cake paired with an impressive 'wow' floral arrangement.,كيك مذهل يرافقه تنسيق زهور مبهر.,390,60,Greeting Card,بطاقة تهنئة
384,EID AL ADA SPECIAL,خاص عيد الأضحى,Eid special luxury floral arrangement,تنسيق زهور فاخر خاص بالعيد,A luxurious and high-end floral centerpiece for Eid.,تنسيق زهور فاخر وراقٍ كقطعة مركزية للعيد.,530,60,Greeting Card,بطاقة تهنئة
385,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special mix flower vase,فازة زهور مشكلة خاصة بالعيد,A beautiful mix of flowers arranged in a stylish vase.,مزيج جميل من الزهور مرتبة في فازة أنيقة.,410,60,Greeting Card,بطاقة تهنئة
386,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special money box with beautifull flower arrangement,صندوق هدايا نقود خاص بالعيد مع تنسيق زهور جميل,A money gift box adorned with a beautiful floral arrangement.,صندوق هدايا نقود مزين بتنسيق زهور جميل.,290,60,Greeting Card,بطاقة تهنئة
387,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special money box with pink gerabera arrangement,صندوق هدايا نقود خاص بالعيد مع تنسيق جربيرا وردي,Money gift box decorated with bright pink gerbera daisies.,صندوق هدايا نقود مزين بزهور الجربيرا الوردية الزاهية.,220,60,Greeting Card,بطاقة تهنئة
388,EID AL ADA SPECIAL,خاص عيد الأضحى,Eid special only pink bouquet,بوكيه وردي فقط خاص بالعيد,A classic bouquet featuring an all-pink floral selection.,بوكيه كلاسيكي يتميز بتشكيلة زهور وردية بالكامل.,370,60,Greeting Card,بطاقة تهنئة
389,EID AL ADA SPECIAL,خاص عيد الأضحى,EID SPECIAL PEACH AND PINK MIX FLOWER NO-1097,بوكيه زهور مشكلة خوخي ووردي رقم 1097,A beautiful mix of peach and pink flowers.,مزيج جميل من الزهور بألوان خوخية ووردية.,370,60,Greeting Card,بطاقة تهنئة
390,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special pink and fuchia arrangement,تنسيق وردي وفوشيا خاص بالعيد,A vibrant floral arrangement in shades of pink and fuchsia.,تنسيق زهور حيوي بدرجات الوردي والفوشيا.,380,60,Greeting Card,بطاقة تهنئة
391,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special pink pearl arrangement,تنسيق لؤلؤي وردي خاص بالعيد,Floral arrangement with a delicate pink and pearl-like aesthetic.,تنسيق زهور بجمالية وردية رقيقة شبيهة باللؤلؤ.,430,60,Greeting Card,بطاقة تهنئة
392,EID AL ADA SPECIAL,خاص عيد الأضحى,Eid special pink wow bouquet,بوكيه وردي رائع خاص بالعيد,An impressive and striking bouquet of pink flowers.,بوكيه مبهر وملفت من الزهور الوردية.,370,60,Greeting Card,بطاقة تهنئة
393,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special red flowers with white basket,زهور حمراء خاصة بالعيد مع سلة بيضاء,Vibrant red flowers presented in an elegant white basket.,زهور حمراء زاهية مقدمة في سلة بيضاء أنيقة.,290,60,Greeting Card,بطاقة تهنئة
394,EID AL ADA SPECIAL,خاص عيد الأضحى,Eid special red roses party bouquet NO-2004,بوكيه ورد أحمر للحفلات خاص بالعيد رقم 2004,A party-ready bouquet of deep red roses.,بوكيه جاهز للحفلات من زهور الورد الأحمر الغني.,550,60,Greeting Card,بطاقة تهنئة
395,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special simple vase arrangement,تنسيق فازة بسيط خاص بالعيد,A clean and minimalist floral arrangement in a simple vase.,تنسيق زهور بسيط وأنيق في فازة بسيطة.,170,60,Greeting Card,بطاقة تهنئة
396,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special Tulips,توليب خاص بالعيد,A fresh and elegant bouquet of tulips.,باقة توليب طازجة وأنيقة.,220,60,Greeting Card,بطاقة تهنئة
397,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special white and green arrangement,تنسيق أبيض وأخضر خاص بالعيد,Fresh white flowers accented with lush greenery.,زهور بيضاء طازجة مع لمسات من الخضرة الكثيفة.,380,60,Greeting Card,بطاقة تهنئة
398,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special white and mix bouquet,بوكيه أبيض ومشكل خاص بالعيد,A mix of white and assorted flowers.,مزيج من الزهور البيضاء والمتنوعة.,330,60,Greeting Card,بطاقة تهنئة
399,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special white and purple bouquet,بوكيه أبيض وبنفسجي خاص بالعيد,Elegant white and purple floral bouquet.,باقة زهور أنيقة باللونين الأبيض والبنفسجي.,350,60,Greeting Card,بطاقة تهنئة
400,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special white beauty bouquet,بوكيه الجمال الأبيض خاص بالعيد,A beautiful bouquet showcasing pure white blooms.,باقة جميلة تبرز الزهور البيضاء النقية.,380,60,Greeting Card,بطاقة تهنئة
401,EID AL ADA SPECIAL,خاص عيد الأضحى,eid special white lilly cala and gerbera arrangement,تنسيق عيد خاص زنبق كالا وجربيرا أبيض,"Elegant white arrangement featuring lilly, cala, and gerbera.",تنسيق أبيض أنيق يضم زنابق وكالا وجربيرا.,350,60,Greeting Card,بطاقة تهنئة
